Filename,Lines,Line Samples,Bands,First Band (µm),Last Band (µm),Possible Elements
v1470739535_1.lbl,54,60,352,0.36,0.42,
v1485870970_3.lbl,24,24,352,0.36,0.42,
v1473975224_1.lbl,60,48,352,0.36,0.42,
v1471256138_1.lbl,54,60,352,0.36,0.42,
v1514297420_1.lbl,12,12,352,0.35895,0.3879,
v1473179967_1.lbl,54,60,352,0.36,0.42,
v1513817009_1.lbl,8,48,352,0.35895,0.3879,
v1514156553_1.lbl,12,24,352,0.35895,0.3879,
v1512175399_1.lbl,12,64,352,0.35895,0.3879,
v1472946168_1.lbl,54,60,352,0.36,0.42,
v1477856146_1.lbl,32,32,352,0.36,0.42,
v1485760056_1.lbl,32,64,352,0.36,0.42,
v1478555787_1.lbl,32,64,352,0.36,0.42,
v1485780408_1.lbl,12,12,352,0.36,0.42,
v1514177852_1.lbl,64,64,352,0.35895,0.3879,
v1484872035_1.lbl,64,16,352,0.36,0.42,
v1484620304_1.lbl,48,48,352,0.36,0.42,
v1472274047_1.lbl,54,60,352,0.36,0.42,
v1513813944_1.lbl,8,48,352,0.35895,0.3879,
v1478554356_1.lbl,32,64,352,0.36,0.42,
v1514176852_1.lbl,32,32,352,0.35895,0.3879,
v1511986859_1.lbl,16,12,352,0.35895,0.3879,
v1514197517_1.lbl,64,64,352,0.35895,0.3879,
v1476926318_1.lbl,64,64,352,0.36,0.42,
v1478545876_1.lbl,32,64,352,0.36,0.42,
v1511977849_1.lbl,16,12,352,0.35895,0.3879,
v1514296578_1.lbl,12,12,352,0.35895,0.3879,
v1474266315_1.lbl,60,48,352,0.36,0.42,
v1476596971_1.lbl,54,48,352,0.36,0.42,
v1512345269_3.lbl,32,64,352,0.35895,0.3879,
v1514132663_1.lbl,16,30,352,0.35895,0.3879,
v1473549749_1.lbl,54,54,352,0.36,0.42,
v1472411508_1.lbl,54,60,352,0.36,0.42,
v1487119120_1.lbl,12,12,352,0.36,0.42,
v1514194109_1.lbl,64,64,352,0.35895,0.3879,
v1514187769_1.lbl,64,64,352,0.35895,0.3879,
v1485878219_1.lbl,24,24,352,0.36,0.42,
v1514079600_1.lbl,18,36,352,0.35895,0.3879,
v1471500109_1.lbl,54,60,352,0.36,0.42,
v1513910258_1.lbl,12,24,352,0.35895,0.3879,
v1483228916_1.lbl,36,54,352,0.36,0.42,
v1481619244_1.lbl,12,36,352,0.36,0.42,
v1514301073_1.lbl,12,12,352,0.35895,0.3879,
v1472168504_1.lbl,54,60,352,0.36,0.42,
v1472976448_1.lbl,54,60,352,0.36,0.42,
v1472547795_3.lbl,54,60,352,0.36,0.42,
v1477691423_1.lbl,16,64,352,0.36,0.42,
v1478546801_1.lbl,32,64,352,0.36,0.42,
v1514300036_1.lbl,12,12,352,0.35895,0.3879,
v1513894970_1.lbl,12,24,352,0.35895,0.3879,
v1514004586_1.lbl,12,24,352,0.35895,0.3879,
v1476489704_1.lbl,12,12,352,0.36,0.42,
v1470913529_1.lbl,54,60,352,0.36,0.42,
v1485872146_1.lbl,24,24,352,0.36,0.42,
v1481599286_1.lbl,48,48,352,0.36,0.42,
v1481665187_1.lbl,64,64,352,0.36,0.42,
v1473953403_1.lbl,60,48,352,0.36,0.42,
v1485885233_1.lbl,24,24,352,0.36,0.42,
v1478484474_1.lbl,32,32,352,0.36,0.42,
v1512150670_1.lbl,12,64,352,0.35895,0.3879,
v1476034247_1.lbl,60,48,352,0.36,0.42,
v1513880984_1.lbl,12,24,352,0.35895,0.3879,
v1470599734_1.lbl,54,60,352,0.36,0.42,
v1471424777_11.lbl,54,60,352,0.36,0.42,
v1484535517_1.lbl,24,48,352,0.36,0.42,
v1472931704_1.lbl,54,60,352,0.36,0.42,
v1514576514_1.lbl,16,12,352,0.35895,0.3879,
v1511976373_1.lbl,24,12,352,0.35895,0.3879,
v1512082728_1.lbl,12,32,352,0.35895,0.3879,
v1486994961_1.lbl,64,64,352,0.36,0.42,
v1512211845_1.lbl,12,64,352,0.35895,0.3879,
v1486552700_1.lbl,64,64,352,0.36,0.42,
v1472710970_1.lbl,54,60,352,0.36,0.42,
v1513898897_1.lbl,12,24,352,0.35895,0.3879,
v1472922728_5.lbl,54,60,352,0.36,0.42,
v1471498242_1.lbl,54,60,352,0.36,0.42,
v1477884336_1.lbl,32,32,352,0.36,0.42,
v1485888740_1.lbl,24,24,352,0.36,0.42,
v1477697666_1.lbl,16,64,352,0.36,0.42,
v1513905680_1.lbl,12,24,352,0.35895,0.3879,
v1481594324_1.lbl,48,24,352,0.36,0.42,
v1481619983_1.lbl,12,36,352,0.36,0.42,
v1474207726_1.lbl,60,48,352,0.36,0.42,
v1480517029_1.lbl,32,32,352,0.36,0.42,
v1484867611_4.lbl,64,16,352,0.36,0.42,
v1481593902_4.lbl,48,48,352,0.36,0.42,
v1477476864_1.lbl,64,64,352,0.36,0.42,
v1512169675_1.lbl,12,64,352,0.35895,0.3879,
v1485796697_1.lbl,12,12,352,0.36,0.42,
v1514480085_1.lbl,12,32,352,0.35895,0.3879,
v1485800812_1.lbl,12,12,352,0.36,0.42,
v1467517212_1.lbl,60,60,352,0.36,0.42,
v1472942597_1.lbl,54,60,352,0.36,0.42,
v1478552723_1.lbl,32,64,352,0.36,0.42,
v1514197693_1.lbl,64,64,352,0.35895,0.3879,
v1478618173_1.lbl,48,48,352,0.36,0.42,
v1512183094_1.lbl,12,64,352,0.35895,0.3879,
v1514191921_1.lbl,16,24,352,0.35895,0.3879,
v1476575854_1.lbl,12,12,352,0.36,0.42,
v1514009115_1.lbl,24,24,352,0.35895,0.3879,
v1513896398_1.lbl,12,24,352,0.35895,0.3879,
v1470714291_1.lbl,54,60,352,0.36,0.42,
v1470994248_1.lbl,54,60,352,0.36,0.42,
v1514300683_1.lbl,12,12,352,0.35895,0.3879,
v1484859551_1.lbl,64,16,352,0.36,0.42,
v1514064816_1.lbl,24,48,352,0.35895,0.3879,
v1476490473_1.lbl,12,12,352,0.36,0.42,
v1511992786_1.lbl,16,12,352,0.35895,0.3879,
v1467451909_1.lbl,54,30,352,0.36,0.42,
v1486810785_1.lbl,64,64,352,0.36,0.42,
v1511992312_1.lbl,16,12,352,0.35895,0.3879,
v1512004837_1.lbl,12,32,352,0.35895,0.3879,
v1514189877_1.lbl,64,64,352,0.35895,0.3879,
v1514571535_1.lbl,16,12,352,0.35895,0.3879,
v1485766256_1.lbl,32,64,352,0.36,0.42,
v1512019094_1.lbl,12,32,352,0.35895,0.3879,
v1512198057_3.lbl,12,64,352,0.35895,0.3879,
v1512364039_1.lbl,24,64,352,0.35895,0.3879,
v1477737470_1.lbl,6,64,352,0.36,0.42,
v1514299967_1.lbl,12,12,352,0.35895,0.3879,
v1476014625_1.lbl,60,48,352,0.36,0.42,
v1513878905_1.lbl,12,24,352,0.35895,0.3879,
v1473172203_1.lbl,54,60,352,0.36,0.42,
v1485885356_1.lbl,24,24,352,0.36,0.42,
v1471223686_1.lbl,54,60,352,0.36,0.42,
v1473438269_1.lbl,54,60,352,0.36,0.42,
v1485755189_1.lbl,32,64,352,0.36,0.42,
v1471396195_1.lbl,54,60,352,0.36,0.42,
v1477693158_1.lbl,16,64,352,0.36,0.42,
v1477778341_1.lbl,64,64,352,0.36,0.42,
v1512174359_1.lbl,12,64,352,0.35895,0.3879,
v1471232741_1.lbl,54,60,352,0.36,0.42,
v1477870228_1.lbl,32,32,352,0.36,0.42,
v1473695633_10.lbl,60,48,352,0.36,0.42,
v1485771151_1.lbl,32,64,352,0.36,0.42,
v1514574854_1.lbl,16,12,352,0.35895,0.3879,
v1470719722_1.lbl,54,60,352,0.36,0.42,
v1484865289_1.lbl,64,16,352,0.36,0.42,
v1476304126_1.lbl,54,54,352,0.36,0.42,
v1514179801_1.lbl,64,64,352,0.35895,0.3879,
v1514006656_1.lbl,12,24,352,0.35895,0.3879,
v1514127199_1.lbl,24,48,352,0.35895,0.3879,
v1477858956_1.lbl,32,32,352,0.36,0.42,
v1480714998_1.lbl,64,64,352,0.36,0.42,
v1484863420_1.lbl,64,16,352,0.36,0.42,
v1469264642_1.lbl,48,64,352,0.36,0.42,
v1468630876_1.lbl,9,9,352,0.36,0.42,
v1477307098_3.lbl,12,48,352,0.36,0.42,
v1477481419_1.lbl,12,12,352,0.36,0.42,
v1477310651_1.lbl,12,48,352,0.36,0.42,
v1514190771_1.lbl,16,24,352,0.35895,0.3879,
v1480515080_1.lbl,32,32,352,0.36,0.42,
v1481596335_1.lbl,48,24,352,0.36,0.42,
v1472005901_1.lbl,54,60,352,0.36,0.42,
v1511987570_1.lbl,16,12,352,0.35895,0.3879,
v1487113509_1.lbl,48,64,352,0.36,0.42,
v1481598962_1.lbl,48,36,352,0.36,0.42,
v1514088412_1.lbl,24,36,352,0.35895,0.3879,
v1477435657_1.lbl,40,32,352,0.36,0.42,
v1512214968_1.lbl,12,64,352,0.35895,0.3879,
v1481622957_1.lbl,12,36,352,0.36,0.42,
v1476035338_5.lbl,60,48,352,0.36,0.42,
v1514214504_1.lbl,32,32,352,0.35895,0.3879,
v1512107009_1.lbl,12,32,352,0.35895,0.3879,
v1512240352_1.lbl,64,64,352,0.35895,0.3879,
v1514300391_1.lbl,12,12,352,0.35895,0.3879,
v1512202600_1.lbl,12,64,352,0.35895,0.3879,
v1512217570_1.lbl,12,64,352,0.35895,0.3879,
v1476860284_7.lbl,64,64,352,0.36,0.42,
v1514560259_1.lbl,16,12,352,0.35895,0.3879,
v1471159240_1.lbl,54,60,352,0.36,0.42,
v1512190772_1.lbl,12,64,352,0.35895,0.3879,
v1481280485_1.lbl,64,64,352,0.36,0.42,
v1483232702_1.lbl,6,6,352,0.36,0.42,
v1481142424_1.lbl,64,64,352,0.36,0.42,
v1483174269_1.lbl,10,12,352,0.36,0.42,
v1472141505_1.lbl,54,60,352,0.36,0.42,
v1477671616_1.lbl,12,64,352,0.36,0.42,
v1485761349_1.lbl,32,64,352,0.36,0.42,
v1472454399_1.lbl,54,60,352,0.36,0.42,
v1472536902_1.lbl,54,60,352,0.36,0.42,
v1477876830_1.lbl,32,32,352,0.36,0.42,
v1485780383_1.lbl,12,12,352,0.36,0.42,
v1481730329_4.lbl,64,48,352,0.36,0.42,
v1485796754_1.lbl,12,12,352,0.36,0.42,
v1473193683_1.lbl,54,60,352,0.36,0.42,
v1514184274_1.lbl,32,32,352,0.35895,0.3879,
v1514295748_1.lbl,12,12,352,0.35895,0.3879,
v1485891429_1.lbl,24,24,352,0.36,0.42,
v1514068538_1.lbl,24,48,352,0.35895,0.3879,
v1514061655_1.lbl,24,48,352,0.35895,0.3879,
v1486783743_1.lbl,64,64,352,0.36,0.42,
v1512185176_1.lbl,12,64,352,0.35895,0.3879,
v1512353896_3.lbl,24,64,352,0.35895,0.3879,
v1468629382_1.lbl,12,12,352,0.36,0.42,
v1485956679_1.lbl,64,64,352,0.36,0.42,
v1476830090_1.lbl,64,64,352,0.36,0.42,
v1512243238_1.lbl,64,64,352,0.35895,0.3879,
v1513890980_1.lbl,12,24,352,0.35895,0.3879,
v1477467367_1.lbl,64,64,352,0.36,0.42,
v1467444219_1.lbl,30,30,352,0.36,0.42,
v1511996980_1.lbl,24,12,352,0.35895,0.3879,
v1479245696_1.lbl,64,64,352,0.36,0.42,
v1473186919_1.lbl,42,54,352,0.36,0.42,
v1477868822_1.lbl,32,32,352,0.36,0.42,
v1478547063_3.lbl,32,64,352,0.36,0.42,
v1513884974_1.lbl,12,24,352,0.35895,0.3879,
v1477941057_1.lbl,12,64,352,0.36,0.42,
v1512209317_1.lbl,12,64,352,0.35895,0.3879,
v1477438138_1.lbl,48,48,352,0.36,0.42,
v1514133718_1.lbl,32,48,352,0.35895,0.3879,
v1485790610_1.lbl,12,12,352,0.36,0.42,
v1476860359_7.lbl,64,64,352,0.36,0.42,
v1513999818_1.lbl,18,36,352,0.35895,0.3879,
v1475358937_1.lbl,64,64,352,0.36,0.42,
v1481727422_1.lbl,32,32,352,0.36,0.42,
v1514008663_1.lbl,24,24,352,0.35895,0.3879,
v1469258510_1.lbl,48,64,352,0.36,0.42,
v1476573271_1.lbl,12,24,352,0.36,0.42,
v1485801117_1.lbl,12,12,352,0.36,0.42,
v1470710715_1.lbl,54,60,352,0.36,0.42,
v1514170522_1.lbl,32,32,352,0.35895,0.3879,
v1476082529_1.lbl,48,48,352,0.36,0.42,
v1486561029_5.lbl,64,64,352,0.36,0.42,
v1477852828_1.lbl,32,32,352,0.36,0.42,
v1475295387_1.lbl,60,48,352,0.36,0.42,
v1472933571_1.lbl,54,60,352,0.36,0.42,
v1477878676_1.lbl,32,32,352,0.36,0.42,
v1486387210_1.lbl,48,48,352,0.36,0.42,
v1487101249_1.lbl,12,12,352,0.36,0.42,
v1470902669_1.lbl,54,60,352,0.36,0.42,
v1512165139_1.lbl,12,64,352,0.35895,0.3879,
v1477955865_1.lbl,12,64,352,0.36,0.42,
v1476068932_4.lbl,48,48,352,0.36,0.42,
v1467466711_1.lbl,48,48,352,0.36,0.42,
v1513907822_1.lbl,12,24,352,0.35895,0.3879,
v1477874450_1.lbl,32,32,352,0.36,0.42,
v1476574425_1.lbl,12,12,352,0.36,0.42,
v1479856377_1.lbl,48,48,352,0.36,0.42,
v1514183375_1.lbl,64,64,352,0.35895,0.3879,
v1514288301_1.lbl,64,64,352,0.35895,0.3879,
v1514184620_1.lbl,32,32,352,0.35895,0.3879,
v1480512515_1.lbl,32,32,352,0.36,0.42,
v1512197537_1.lbl,12,64,352,0.35895,0.3879,
v1479493850_1.lbl,64,64,352,0.36,0.42,
v1485785739_1.lbl,12,12,352,0.36,0.42,
v1483235990_1.lbl,34,34,352,0.36,0.42,
v1471764670_1.lbl,54,60,352,0.36,0.42,
v1512213406_1.lbl,12,64,352,0.35895,0.3879,
v1474841434_1.lbl,64,64,352,0.36,0.42,
v1514003421_1.lbl,12,24,352,0.35895,0.3879,
v1472789868_1.lbl,54,60,352,0.36,0.42,
v1485879978_1.lbl,24,24,352,0.36,0.42,
v1514571772_1.lbl,16,12,352,0.35895,0.3879,
v1476736972_1.lbl,18,18,352,0.36,0.42,
v1514156490_1.lbl,12,24,352,0.35895,0.3879,
v1511985910_1.lbl,16,12,352,0.35895,0.3879,
v1473290545_6.lbl,54,60,352,0.36,0.42,
v1485792012_1.lbl,4,16,352,0.36,0.42,
v1485780637_1.lbl,12,12,352,0.36,0.42,
v1478539405_1.lbl,32,64,352,0.36,0.42,
v1479497433_6.lbl,64,64,352,0.36,0.42,
v1471913698_1.lbl,54,60,352,0.36,0.42,
v1469011777_1.lbl,48,64,352,0.36,0.42,
v1480707723_4.lbl,64,64,352,0.36,0.42,
v1472145107_1.lbl,54,60,352,0.36,0.42,
v1511999562_1.lbl,12,32,352,0.35895,0.3879,
v1485756301_1.lbl,32,64,352,0.36,0.42,
v1478541635_1.lbl,32,64,352,0.36,0.42,
v1476291467_1.lbl,60,48,352,0.36,0.42,
v1474789391_1.lbl,60,48,352,0.36,0.42,
v1481490532_3.lbl,48,48,352,0.36,0.42,
v1513794050_1.lbl,8,48,352,0.35895,0.3879,
v1479224079_1.lbl,64,64,352,0.36,0.42,
v1484504505_4.lbl,24,48,352,0.36,0.42,
v1471236325_1.lbl,54,60,352,0.36,0.42,
v1513819067_1.lbl,8,48,352,0.35895,0.3879,
v1471906614_1.lbl,54,60,352,0.36,0.42,
v1469262830_4.lbl,48,64,352,0.36,0.42,
v1467529308_1.lbl,48,48,352,0.36,0.42,
v1514076858_1.lbl,18,36,352,0.35895,0.3879,
v1514063955_1.lbl,24,48,352,0.35895,0.3879,
v1513907045_1.lbl,12,24,352,0.35895,0.3879,
v1481599708_1.lbl,48,36,352,0.36,0.42,
v1476490826_1.lbl,12,12,352,0.36,0.42,
v1476573917_1.lbl,12,24,352,0.36,0.42,
v1514562868_1.lbl,16,12,352,0.35895,0.3879,
v1512182053_1.lbl,12,64,352,0.35895,0.3879,
v1478727365_1.lbl,48,48,352,0.36,0.42,
v1477850038_1.lbl,32,32,352,0.36,0.42,
v1484510714_1.lbl,18,48,352,0.36,0.42,
v1487116503_1.lbl,48,64,352,0.36,0.42,
v1476081666_4.lbl,48,48,352,0.36,0.42,
v1485876583_1.lbl,24,24,352,0.36,0.42,
v1472782624_1.lbl,54,60,352,0.36,0.42,
v1481623853_1.lbl,12,24,352,0.36,0.42,
v1486559111_1.lbl,48,48,352,0.36,0.42,
v1486498139_1.lbl,64,64,352,0.36,0.42,
v1478553073_3.lbl,32,64,352,0.36,0.42,
v1478549117_3.lbl,32,64,352,0.36,0.42,
v1485868281_1.lbl,24,24,352,0.36,0.42,
v1472714573_1.lbl,54,60,352,0.36,0.42,
v1514194815_1.lbl,64,64,352,0.35895,0.3879,
v1473238417_7.lbl,64,64,352,0.36,0.42,
v1485774321_1.lbl,12,12,352,0.36,0.42,
v1514578351_3.lbl,16,12,352,0.35895,0.3879,
v1486966979_1.lbl,64,64,352,0.36,0.42,
v1470506141_1.lbl,64,64,352,0.36,0.42,
v1470737763_1.lbl,54,60,352,0.36,0.42,
v1514560734_1.lbl,16,12,352,0.35895,0.3879,
v1511980220_1.lbl,16,12,352,0.35895,0.3879,
v1513906688_1.lbl,12,24,352,0.35895,0.3879,
v1481205686_1.lbl,64,64,352,0.36,0.42,
v1473189133_1.lbl,54,60,352,0.36,0.42,
v1514154851_1.lbl,36,36,352,0.35895,0.3879,
v1485774511_1.lbl,12,12,352,0.36,0.42,
v1513824274_1.lbl,8,48,352,0.35895,0.3879,
v1486837198_1.lbl,64,64,352,0.36,0.42,
v1513887410_1.lbl,12,24,352,0.35895,0.3879,
v1474207074_1.lbl,60,48,352,0.36,0.42,
v1480518592_1.lbl,32,32,352,0.36,0.42,
v1481725628_1.lbl,32,32,352,0.36,0.42,
v1472157706_1.lbl,54,60,352,0.36,0.42,
v1472427766_1.lbl,54,60,352,0.36,0.42,
v1477307920_1.lbl,12,48,352,0.36,0.42,
v1481366336_1.lbl,48,48,352,0.36,0.42,
v1484512582_1.lbl,18,48,352,0.36,0.42,
v1514141898_1.lbl,12,24,352,0.35895,0.3879,
v1485796650_1.lbl,12,12,352,0.36,0.42,
v1514004956_1.lbl,12,24,352,0.35895,0.3879,
v1477742190_1.lbl,6,64,352,0.36,0.42,
v1485774284_1.lbl,12,12,352,0.36,0.42,
v1472406125_1.lbl,54,60,352,0.36,0.42,
v1487101418_1.lbl,12,12,352,0.36,0.42,
v1511996752_1.lbl,24,12,352,0.35895,0.3879,
v1468371434_1.lbl,14,14,352,0.36,0.42,
v1470967215_1.lbl,54,60,352,0.36,0.42,
v1514296910_1.lbl,12,12,352,0.35895,0.3879,
v1512103633_1.lbl,12,32,352,0.35895,0.3879,
v1471001332_1.lbl,54,60,352,0.36,0.42,
v1512089709_1.lbl,12,32,352,0.35895,0.3879,
v1471633901_1.lbl,54,60,352,0.36,0.42,
v1484858777_1.lbl,64,16,352,0.36,0.42,
v1512092241_1.lbl,12,32,352,0.35895,0.3879,
v1487103492_1.lbl,12,12,352,0.36,0.42,
v1513904546_1.lbl,12,24,352,0.35895,0.3879,
v1514132565_1.lbl,16,30,352,0.35895,0.3879,
v1485796628_1.lbl,12,12,352,0.36,0.42,
v1512095004_1.lbl,12,32,352,0.35895,0.3879,
v1481371721_1.lbl,48,48,352,0.36,0.42,
v1485890611_1.lbl,24,24,352,0.36,0.42,
v1478547078_1.lbl,32,64,352,0.36,0.42,
v1514079216_1.lbl,18,36,352,0.35895,0.3879,
v1477485632_1.lbl,12,12,352,0.36,0.42,
v1512218090_1.lbl,12,64,352,0.35895,0.3879,
v1512362433_1.lbl,24,64,352,0.35895,0.3879,
v1512236482_1.lbl,64,64,352,0.35895,0.3879,
v1514282576_1.lbl,64,64,352,0.35895,0.3879,
v1512167155_3.lbl,12,64,352,0.35895,0.3879,
v1478492079_4.lbl,32,32,352,0.36,0.42,
v1514297292_1.lbl,12,12,352,0.35895,0.3879,
v1511979509_1.lbl,16,12,352,0.35895,0.3879,
v1476215664_1.lbl,24,24,352,0.36,0.42,
v1484700511_1.lbl,64,16,352,0.36,0.42,
v1481628542_1.lbl,12,24,352,0.36,0.42,
v1485774569_1.lbl,12,12,352,0.36,0.42,
v1484837913_1.lbl,64,16,352,0.36,0.42,
v1473176910_1.lbl,42,60,352,0.36,0.42,
v1481623188_1.lbl,12,24,352,0.36,0.42,
v1487068173_1.lbl,40,30,352,0.36,0.42,
v1476940511_1.lbl,64,64,352,0.36,0.42,
v1479592186_1.lbl,64,64,352,0.36,0.42,
v1474788759_1.lbl,60,48,352,0.36,0.42,
v1477477826_1.lbl,64,64,352,0.36,0.42,
v1512358050_1.lbl,24,64,352,0.35895,0.3879,
v1477439079_1.lbl,48,48,352,0.36,0.42,
v1485790714_1.lbl,12,12,352,0.36,0.42,
v1485767461_1.lbl,32,64,352,0.36,0.42,
v1477483825_1.lbl,12,12,352,0.36,0.42,
v1478039521_1.lbl,16,64,352,0.36,0.42,
v1513820302_1.lbl,8,48,352,0.35895,0.3879,
v1477739053_1.lbl,8,64,352,0.36,0.42,
v1512007791_1.lbl,12,32,352,0.35895,0.3879,
v1485880673_1.lbl,24,24,352,0.36,0.42,
v1483195512_1.lbl,18,18,352,0.36,0.42,
v1485781432_1.lbl,64,64,352,0.36,0.42,
v1485764964_1.lbl,32,64,352,0.36,0.42,
v1474498410_1.lbl,60,48,352,0.36,0.42,
v1514141207_1.lbl,12,40,352,0.35895,0.3879,
v1476806927_1.lbl,48,48,352,0.36,0.42,
v1473042748_1.lbl,54,60,352,0.36,0.42,
v1477876356_1.lbl,32,32,352,0.36,0.42,
v1477871646_1.lbl,32,32,352,0.36,0.42,
v1477737283_5.lbl,8,64,352,0.36,0.42,
v1512220620_1.lbl,12,64,352,0.35895,0.3879,
v1474066459_4.lbl,64,64,352,0.36,0.42,
v1485786223_1.lbl,12,12,352,0.36,0.42,
v1472413375_1.lbl,54,60,352,0.36,0.42,
v1512363203_1.lbl,24,64,352,0.35895,0.3879,
v1514224301_1.lbl,32,32,352,0.35895,0.3879,
v1479599381_1.lbl,64,64,352,0.36,0.42,
v1479325799_1.lbl,64,64,352,0.36,0.42,
v1514004035_1.lbl,12,24,352,0.35895,0.3879,
v1514573194_1.lbl,16,12,352,0.35895,0.3879,
v1476217367_1.lbl,24,24,352,0.36,0.42,
v1487002851_1.lbl,64,64,352,0.36,0.42,
v1478544213_1.lbl,32,64,352,0.36,0.42,
v1514295428_1.lbl,12,12,352,0.35895,0.3879,
v1514299123_1.lbl,12,12,352,0.35895,0.3879,
v1471510912_1.lbl,54,60,352,0.36,0.42,
v1481485131_1.lbl,48,48,352,0.36,0.42,
v1468629100_1.lbl,18,18,352,0.36,0.42,
v1485797692_1.lbl,64,64,352,0.36,0.42,
v1477307793_3.lbl,12,48,352,0.36,0.42,
v1483173994_1.lbl,10,10,352,0.36,0.42,
v1486560602_5.lbl,48,48,352,0.36,0.42,
v1514298378_1.lbl,12,12,352,0.35895,0.3879,
v1487103415_1.lbl,12,12,352,0.36,0.42,
v1484507574_1.lbl,24,48,352,0.36,0.42,
v1472150504_1.lbl,54,60,352,0.36,0.42,
v1514178749_1.lbl,64,64,352,0.35895,0.3879,
v1481146384_1.lbl,48,24,352,0.36,0.42,
v1477248375_1.lbl,48,48,352,0.36,0.42,
v1473716862_1.lbl,60,48,352,0.36,0.42,
v1487120165_1.lbl,12,12,352,0.36,0.42,
v1485755173_3.lbl,32,64,352,0.36,0.42,
v1486999344_1.lbl,64,64,352,0.36,0.42,
v1481459929_1.lbl,48,48,352,0.36,0.42,
v1474065569_1.lbl,64,64,352,0.36,0.42,
v1484764487_1.lbl,64,16,352,0.36,0.42,
v1486848586_1.lbl,64,64,352,0.36,0.42,
v1514085286_1.lbl,18,36,352,0.35895,0.3879,
v1483233724_1.lbl,6,6,352,0.36,0.42,
v1477696626_1.lbl,16,64,352,0.36,0.42,
v1472466986_1.lbl,54,60,352,0.36,0.42,
v1514185763_1.lbl,64,64,352,0.35895,0.3879,
v1486737436_1.lbl,64,64,352,0.36,0.42,
v1473441141_1.lbl,54,60,352,0.36,0.42,
v1485803023_1.lbl,64,64,352,0.36,0.42,
v1514320339_1.lbl,64,64,352,0.35895,0.3879,
v1512108027_1.lbl,12,32,352,0.35895,0.3879,
v1514230505_3.lbl,32,32,352,0.35895,0.3879,
v1513885268_1.lbl,12,24,352,0.35895,0.3879,
v1475860477_1.lbl,24,24,352,0.36,0.42,
v1479529838_1.lbl,64,64,352,0.36,0.42,
v1514008211_1.lbl,24,24,352,0.35895,0.3879,
v1477434729_1.lbl,40,32,352,0.36,0.42,
v1514323849_1.lbl,64,64,352,0.35895,0.3879,
v1475273603_1.lbl,60,48,352,0.36,0.42,
v1481629719_1.lbl,18,18,352,0.36,0.42,
v1467437350_1.lbl,42,42,352,0.36,0.42,
v1513882055_1.lbl,12,24,352,0.35895,0.3879,
v1485785951_1.lbl,12,12,352,0.36,0.42,
v1478551609_1.lbl,32,64,352,0.36,0.42,
v1513909607_1.lbl,12,24,352,0.35895,0.3879,
v1514006341_1.lbl,12,24,352,0.35895,0.3879,
v1486814673_1.lbl,64,64,352,0.36,0.42,
v1472712701_8.lbl,54,60,352,0.36,0.42,
v1477855208_1.lbl,32,32,352,0.36,0.42,
v1485886409_1.lbl,24,24,352,0.36,0.42,
v1473985816_1.lbl,60,48,352,0.36,0.42,
v1483224213_1.lbl,12,12,352,0.36,0.42,
v1471690540_1.lbl,54,60,352,0.36,0.42,
v1514081500_1.lbl,18,36,352,0.35895,0.3879,
v1477873532_1.lbl,32,32,352,0.36,0.42,
v1478486526_1.lbl,32,32,352,0.36,0.42,
v1481364553_4.lbl,48,48,352,0.36,0.42,
v1468371617_1.lbl,14,14,352,0.36,0.42,
v1511976602_1.lbl,24,12,352,0.35895,0.3879,
v1481200187_1.lbl,64,64,352,0.36,0.42,
v1477944142_1.lbl,12,64,352,0.36,0.42,
v1514156246_1.lbl,12,24,352,0.35895,0.3879,
v1512013834_1.lbl,12,32,352,0.35895,0.3879,
v1514193579_1.lbl,16,24,352,0.35895,0.3879,
v1470878973_4.lbl,54,60,352,0.36,0.42,
v1470870651_1.lbl,54,60,352,0.36,0.42,
v1513825097_1.lbl,8,48,352,0.35895,0.3879,
v1513828108_1.lbl,64,64,352,0.35895,0.3879,
v1487122032_1.lbl,12,12,352,0.36,0.42,
v1477879180_1.lbl,32,32,352,0.36,0.42,
v1514336805_1.lbl,64,64,352,0.35895,0.3879,
v1477851416_1.lbl,32,32,352,0.36,0.42,
v1511995954_1.lbl,24,12,352,0.35895,0.3879,
v1470725144_1.lbl,54,60,352,0.36,0.42,
v1477594835_1.lbl,64,12,352,0.36,0.42,
v1512061224_1.lbl,12,32,352,0.35895,0.3879,
v1479922543_4.lbl,64,64,352,0.36,0.42,
v1480512002_1.lbl,32,32,352,0.36,0.42,
v1514180361_1.lbl,64,64,352,0.35895,0.3879,
v1487069051_1.lbl,40,30,352,0.36,0.42,
v1472940781_1.lbl,54,60,352,0.36,0.42,
v1470587113_1.lbl,54,60,352,0.36,0.42,
v1479746742_1.lbl,64,64,352,0.36,0.42,
v1487101606_1.lbl,12,12,352,0.36,0.42,
v1512223668_1.lbl,12,64,352,0.35895,0.3879,
v1514184995_1.lbl,32,32,352,0.35895,0.3879,
v1512097114_1.lbl,12,32,352,0.35895,0.3879,
v1478478929_1.lbl,32,32,352,0.36,0.42,
v1485883955_1.lbl,24,24,352,0.36,0.42,
v1476339116_1.lbl,48,48,352,0.36,0.42,
v1472974626_1.lbl,54,60,352,0.36,0.42,
v1514476505_1.lbl,12,32,352,0.35895,0.3879,
v1485801189_1.lbl,12,12,352,0.36,0.42,
v1514066772_1.lbl,24,48,352,0.35895,0.3879,
