Filename,Lines,Line Samples,Bands,First Band (µm),Last Band (µm),Possible Elements
v1474982939_1.lbl,60,48,352,0.36,0.42,
v1471172977_1.lbl,54,60,352,0.36,0.42,
v1514302573_1.lbl,64,64,352,0.35895,0.3879,
v1485766169_1.lbl,32,64,352,0.36,0.42,
v1481622739_1.lbl,12,36,352,0.36,0.42,
v1479209698_1.lbl,64,64,352,0.36,0.42,
v1485881266_1.lbl,24,24,352,0.36,0.42,
v1484606817_1.lbl,24,36,352,0.36,0.42,
v1514385870_1.lbl,48,48,352,0.35895,0.3879,
v1485790574_1.lbl,12,12,352,0.36,0.42,
v1472971003_1.lbl,54,60,352,0.36,0.42,
v1484768356_1.lbl,64,16,352,0.36,0.42,
v1477668760_1.lbl,12,64,352,0.36,0.42,
v1485875530_1.lbl,24,24,352,0.36,0.42,
v1514157104_1.lbl,12,24,352,0.35895,0.3879,
v1514068977_1.lbl,24,48,352,0.35895,0.3879,
v1486726878_1.lbl,64,64,352,0.36,0.42,
v1512016984_1.lbl,12,32,352,0.35895,0.3879,
v1481723675_1.lbl,48,32,352,0.36,0.42,
v1513820713_5.lbl,8,48,352,0.35895,0.3879,
v1513901690_1.lbl,12,24,352,0.35895,0.3879,
v1484507800_1.lbl,24,48,352,0.36,0.42,
v1513906751_1.lbl,12,24,352,0.35895,0.3879,
v1477868338_1.lbl,32,32,352,0.36,0.42,
v1476736388_1.lbl,24,24,352,0.36,0.42,
v1511989230_1.lbl,16,12,352,0.35895,0.3879,
v1474218283_1.lbl,60,48,352,0.36,0.42,
v1485888975_1.lbl,24,24,352,0.36,0.42,
v1476812917_1.lbl,64,64,352,0.36,0.42,
v1486551694_1.lbl,64,64,352,0.36,0.42,
v1469258927_1.lbl,48,64,352,0.36,0.42,
v1476735805_1.lbl,24,24,352,0.36,0.42,
v1473463693_1.lbl,54,60,352,0.36,0.42,
v1484519741_1.lbl,16,32,352,0.36,0.42,
v1485882544_1.lbl,24,24,352,0.36,0.42,
v1513808434_1.lbl,8,48,352,0.35895,0.3879,
v1514003665_1.lbl,12,24,352,0.35895,0.3879,
v1512219131_1.lbl,12,64,352,0.35895,0.3879,
v1473690162_1.lbl,60,48,352,0.36,0.42,
v1473211653_1.lbl,54,54,352,0.36,0.42,
v1474508860_1.lbl,60,48,352,0.36,0.42,
v1487000867_1.lbl,64,64,352,0.36,0.42,
v1477479701_1.lbl,12,12,352,0.36,0.42,
v1477453984_2.lbl,48,48,352,0.36,0.42,
v1486995410_1.lbl,64,64,352,0.36,0.42,
v1512020782_1.lbl,12,32,352,0.35895,0.3879,
v1486554722_1.lbl,64,64,352,0.36,0.42,
v1477442865_1.lbl,48,48,352,0.36,0.42,
v1512083572_1.lbl,12,32,352,0.35895,0.3879,
v1487102266_1.lbl,12,12,352,0.36,0.42,
v1474002591_1.lbl,60,48,352,0.36,0.42,
v1471762904_2.lbl,54,60,352,0.36,0.42,
v1481476117_1.lbl,48,48,352,0.36,0.42,
v1477442751_6.lbl,48,48,352,0.36,0.42,
v1484695094_1.lbl,64,16,352,0.36,0.42,
v1476585004_1.lbl,48,48,352,0.36,0.42,
v1467450817_1.lbl,42,64,352,0.36,0.42,
v1483224425_1.lbl,12,12,352,0.36,0.42,
v1514175695_1.lbl,32,32,352,0.35895,0.3879,
v1514066555_1.lbl,24,48,352,0.35895,0.3879,
v1481467095_1.lbl,48,48,352,0.36,0.42,
v1472398946_1.lbl,54,60,352,0.36,0.42,
v1477482027_1.lbl,12,12,352,0.36,0.42,
v1484532791_1.lbl,18,64,352,0.36,0.42,
v1477888257_1.lbl,32,32,352,0.36,0.42,
v1468999792_1.lbl,48,64,352,0.36,0.42,
v1513812709_1.lbl,8,48,352,0.35895,0.3879,
v1475042182_1.lbl,60,48,352,0.36,0.42,
v1513904252_1.lbl,12,24,352,0.35895,0.3879,
v1476491104_1.lbl,12,12,352,0.36,0.42,
v1477667494_1.lbl,6,64,352,0.36,0.42,
v1484600464_1.lbl,18,24,352,0.36,0.42,
v1485760231_1.lbl,32,64,352,0.36,0.42,
v1485785724_1.lbl,12,12,352,0.36,0.42,
v1514296647_1.lbl,12,12,352,0.35895,0.3879,
v1480702100_1.lbl,64,64,352,0.36,0.42,
v1514140777_1.lbl,12,28,352,0.35895,0.3879,
v1485785761_1.lbl,12,12,352,0.36,0.42,
v1514578174_3.lbl,16,12,352,0.35895,0.3879,
v1471683979_1.lbl,54,60,352,0.36,0.42,
v1513794461_1.lbl,8,48,352,0.35895,0.3879,
v1514187592_1.lbl,64,64,352,0.35895,0.3879,
v1487016845_1.lbl,64,64,352,0.36,0.42,
v1512251334_1.lbl,64,64,352,0.35895,0.3879,
v1514129195_1.lbl,24,48,352,0.35895,0.3879,
v1477490810_1.lbl,12,12,352,0.36,0.42,
v1487118864_1.lbl,12,12,352,0.36,0.42,
v1472148691_1.lbl,54,60,352,0.36,0.42,
v1513790757_1.lbl,8,48,352,0.35895,0.3879,
v1512174879_1.lbl,12,64,352,0.35895,0.3879,
v1477739643_1.lbl,8,64,352,0.36,0.42,
v1514278619_1.lbl,64,64,352,0.35895,0.3879,
v1511996182_1.lbl,24,12,352,0.35895,0.3879,
v1476489990_1.lbl,12,12,352,0.36,0.42,
v1485774454_1.lbl,12,12,352,0.36,0.42,
v1470867004_5.lbl,54,60,352,0.36,0.42,
v1477736880_1.lbl,6,64,352,0.36,0.42,
v1470845415_1.lbl,54,60,352,0.36,0.42,
v1514193177_1.lbl,16,24,352,0.35895,0.3879,
v1481625558_1.lbl,12,24,352,0.36,0.42,
v1513805537_1.lbl,8,48,352,0.35895,0.3879,
v1511994209_1.lbl,16,12,352,0.35895,0.3879,
v1479490241_1.lbl,64,64,352,0.36,0.42,
v1480725703_1.lbl,64,64,352,0.36,0.42,
v1472938984_1.lbl,54,60,352,0.36,0.42,
v1513797103_1.lbl,8,48,352,0.35895,0.3879,
v1468629881_1.lbl,12,12,352,0.36,0.42,
v1474514557_5.lbl,60,48,352,0.36,0.42,
v1514084768_1.lbl,18,36,352,0.35895,0.3879,
v1472660823_1.lbl,54,60,352,0.36,0.42,
v1514386434_1.lbl,48,48,352,0.35895,0.3879,
v1512152231_1.lbl,12,64,352,0.35895,0.3879,
v1478617340_1.lbl,48,48,352,0.36,0.42,
v1475269188_1.lbl,60,48,352,0.36,0.42,
v1485774926_1.lbl,4,16,352,0.36,0.42,
v1477259641_1.lbl,48,48,352,0.36,0.42,
v1473181593_1.lbl,42,60,352,0.36,0.42,
v1485774299_1.lbl,12,12,352,0.36,0.42,
v1475295959_1.lbl,60,48,352,0.36,0.42,
v1484697416_1.lbl,64,16,352,0.36,0.42,
v1514067670_1.lbl,24,48,352,0.35895,0.3879,
v1512203641_1.lbl,12,64,352,0.35895,0.3879,
v1485753974_1.lbl,32,64,352,0.36,0.42,
v1470906292_1.lbl,54,60,352,0.36,0.42,
v1477665352_1.lbl,6,64,352,0.36,0.42,
v1477881532_1.lbl,32,32,352,0.36,0.42,
v1481369939_1.lbl,48,48,352,0.36,0.42,
v1472286717_1.lbl,54,60,352,0.36,0.42,
v1485790771_1.lbl,12,12,352,0.36,0.42,
v1476490198_1.lbl,12,12,352,0.36,0.42,
v1514301368_1.lbl,12,12,352,0.35895,0.3879,
v1474487928_1.lbl,60,48,352,0.36,0.42,
v1513883546_1.lbl,12,24,352,0.35895,0.3879,
v1477739830_1.lbl,6,64,352,0.36,0.42,
v1478495299_4.lbl,32,32,352,0.36,0.42,
v1477885778_1.lbl,32,32,352,0.36,0.42,
v1483234911_1.lbl,10,15,352,0.36,0.42,
v1485800870_1.lbl,12,12,352,0.36,0.42,
v1471897537_1.lbl,54,60,352,0.36,0.42,
v1514559548_1.lbl,16,12,352,0.35895,0.3879,
v1513902467_1.lbl,12,24,352,0.35895,0.3879,
v1477480089_1.lbl,12,12,352,0.36,0.42,
v1514289161_1.lbl,64,64,352,0.35895,0.3879,
v1480727144_1.lbl,64,64,352,0.36,0.42,
v1511982828_1.lbl,16,12,352,0.35895,0.3879,
v1514085221_1.lbl,18,36,352,0.35895,0.3879,
v1514080447_1.lbl,18,36,352,0.35895,0.3879,
v1514087914_1.lbl,24,36,352,0.35895,0.3879,
v1472272305_1.lbl,54,60,352,0.36,0.42,
v1485889333_1.lbl,24,24,352,0.36,0.42,
v1511991126_1.lbl,16,12,352,0.35895,0.3879,
v1514001083_1.lbl,18,36,352,0.35895,0.3879,
v1514006593_1.lbl,12,24,352,0.35895,0.3879,
v1486993729_1.lbl,64,64,352,0.36,0.42,
v1512164098_1.lbl,12,64,352,0.35895,0.3879,
v1514282941_1.lbl,64,64,352,0.35895,0.3879,
v1514084198_1.lbl,18,36,352,0.35895,0.3879,
v1513824685_1.lbl,8,48,352,0.35895,0.3879,
v1471517996_1.lbl,54,60,352,0.36,0.42,
v1514194990_1.lbl,64,64,352,0.35895,0.3879,
v1477862262_1.lbl,32,32,352,0.36,0.42,
v1514080703_1.lbl,18,36,352,0.35895,0.3879,
v1512362630_3.lbl,24,64,352,0.35895,0.3879,
v1485765138_3.lbl,32,64,352,0.36,0.42,
v1487025903_1.lbl,64,64,352,0.36,0.42,
v1485786366_1.lbl,4,16,352,0.36,0.42,
v1512006947_1.lbl,12,32,352,0.35895,0.3879,
v1478477903_1.lbl,32,32,352,0.36,0.42,
v1485796635_1.lbl,12,12,352,0.36,0.42,
v1484849529_1.lbl,64,16,352,0.36,0.42,
v1514296136_1.lbl,12,12,352,0.35895,0.3879,
v1487006059_1.lbl,64,64,352,0.36,0.42,
v1477482412_1.lbl,12,12,352,0.36,0.42,
v1486799397_1.lbl,64,64,352,0.36,0.42,
v1470735947_1.lbl,54,60,352,0.36,0.42,
v1477742780_1.lbl,6,64,352,0.36,0.42,
v1480713557_1.lbl,64,64,352,0.36,0.42,
v1514299938_1.lbl,12,12,352,0.35895,0.3879,
v1481292078_1.lbl,64,64,352,0.36,0.42,
v1478540345_1.lbl,32,64,352,0.36,0.42,
v1483232626_1.lbl,6,6,352,0.36,0.42,
v1514084384_1.lbl,18,36,352,0.35895,0.3879,
v1472261485_1.lbl,54,60,352,0.36,0.42,
v1514193667_1.lbl,16,24,352,0.35895,0.3879,
v1473738688_1.lbl,60,48,352,0.36,0.42,
v1481592733_1.lbl,48,48,352,0.36,0.42,
v1484866063_1.lbl,64,16,352,0.36,0.42,
v1514058278_1.lbl,24,48,352,0.35895,0.3879,
v1511986384_1.lbl,16,12,352,0.35895,0.3879,
v1479670784_1.lbl,64,64,352,0.36,0.42,
v1514141537_1.lbl,12,28,352,0.35895,0.3879,
v1511980694_1.lbl,16,12,352,0.35895,0.3879,
v1481621841_1.lbl,12,36,352,0.36,0.42,
v1478548090_1.lbl,32,64,352,0.36,0.42,
v1476579994_1.lbl,48,48,352,0.36,0.42,
v1514178925_1.lbl,64,64,352,0.35895,0.3879,
v1471492859_1.lbl,54,60,352,0.36,0.42,
v1478539231_1.lbl,32,64,352,0.36,0.42,
v1486559558_1.lbl,48,48,352,0.36,0.42,
v1514083942_1.lbl,18,36,352,0.35895,0.3879,
v1472011316_1.lbl,54,60,352,0.36,0.42,
v1512196496_1.lbl,12,64,352,0.35895,0.3879,
v1513805126_1.lbl,8,48,352,0.35895,0.3879,
v1512206243_1.lbl,12,64,352,0.35895,0.3879,
v1471501835_1.lbl,54,60,352,0.36,0.42,
v1473980907_1.lbl,60,48,352,0.36,0.42,
v1477594668_1.lbl,64,12,352,0.36,0.42,
v1474471502_1.lbl,60,48,352,0.36,0.42,
v1487102894_1.lbl,12,12,352,0.36,0.42,
v1472983009_1.lbl,54,60,352,0.36,0.42,
v1514003728_1.lbl,12,24,352,0.35895,0.3879,
v1485800804_1.lbl,12,12,352,0.36,0.42,
v1477666780_1.lbl,6,64,352,0.36,0.42,
v1468888059_1.lbl,18,18,352,0.36,0.42,
v1477489741_1.lbl,12,12,352,0.36,0.42,
v1485800841_1.lbl,12,12,352,0.36,0.42,
v1514295625_1.lbl,12,12,352,0.35895,0.3879,
v1487022035_1.lbl,64,64,352,0.36,0.42,
v1477486285_1.lbl,12,12,352,0.36,0.42,
v1476575588_1.lbl,12,24,352,0.36,0.42,
v1478493836_1.lbl,32,32,352,0.36,0.42,
v1514301788_1.lbl,12,12,352,0.35895,0.3879,
v1514291845_1.lbl,64,64,352,0.35895,0.3879,
v1512212366_1.lbl,12,64,352,0.35895,0.3879,
v1467350326_1.lbl,12,12,352,0.36,0.42,
v1470904541_1.lbl,54,60,352,0.36,0.42,
v1476337973_1.lbl,48,48,352,0.36,0.42,
v1478542924_1.lbl,32,64,352,0.36,0.42,
v1512076484_1.lbl,12,32,352,0.35895,0.3879,
v1472811364_1.lbl,54,60,352,0.36,0.42,
v1478541809_3.lbl,32,64,352,0.36,0.42,
v1513795788_1.lbl,8,48,352,0.35895,0.3879,
v1513892408_1.lbl,12,24,352,0.35895,0.3879,
v1514180153_1.lbl,64,64,352,0.35895,0.3879,
v1485801303_1.lbl,12,12,352,0.36,0.42,
v1473700719_1.lbl,60,48,352,0.36,0.42,
v1513789344_1.lbl,8,48,352,0.35895,0.3879,
v1514322629_1.lbl,64,64,352,0.35895,0.3879,
v1514193733_1.lbl,16,24,352,0.35895,0.3879,
v1485761261_1.lbl,32,64,352,0.36,0.42,
v1477370646_1.lbl,24,24,352,0.36,0.42,
v1512349613_1.lbl,24,64,352,0.35895,0.3879,
v1512364177_1.lbl,24,64,352,0.35895,0.3879,
v1486380281_1.lbl,64,64,352,0.36,0.42,
v1473689510_1.lbl,60,48,352,0.36,0.42,
v1478548280_1.lbl,32,64,352,0.36,0.42,
v1481589402_1.lbl,48,30,352,0.36,0.42,
v1471943442_1.lbl,54,60,352,0.36,0.42,
v1512349825_1.lbl,24,64,352,0.35895,0.3879,
v1481618830_1.lbl,12,36,352,0.36,0.42,
v1485754999_1.lbl,32,64,352,0.36,0.42,
v1512088956_1.lbl,12,32,352,0.35895,0.3879,
v1513883840_1.lbl,12,24,352,0.35895,0.3879,
v1514566661_1.lbl,16,12,352,0.35895,0.3879,
v1477855672_1.lbl,32,32,352,0.36,0.42,
v1471383667_1.lbl,54,60,352,0.36,0.42,
v1514079472_1.lbl,18,36,352,0.35895,0.3879,
v1479833152_1.lbl,64,64,352,0.36,0.42,
v1514212179_1.lbl,48,42,352,0.35895,0.3879,
v1481623711_1.lbl,12,24,352,0.36,0.42,
v1483232593_1.lbl,6,6,352,0.36,0.42,
v1483157059_4.lbl,34,38,352,0.36,0.42,
v1477859454_1.lbl,32,32,352,0.36,0.42,
v1511990889_1.lbl,16,12,352,0.35895,0.3879,
v1472146863_1.lbl,54,60,352,0.36,0.42,
v1513879913_1.lbl,12,24,352,0.35895,0.3879,
v1477669474_1.lbl,12,64,352,0.36,0.42,
v1474060145_1.lbl,64,64,352,0.36,0.42,
v1485802269_1.lbl,4,16,352,0.36,0.42,
v1514088910_1.lbl,24,36,352,0.35895,0.3879,
v1471879581_1.lbl,54,60,352,0.36,0.42,
v1485780466_1.lbl,12,12,352,0.36,0.42,
v1477856640_1.lbl,32,32,352,0.36,0.42,
v1477487021_1.lbl,12,12,352,0.36,0.42,
v1485868639_1.lbl,24,24,352,0.36,0.42,
v1487120447_1.lbl,12,12,352,0.36,0.42,
v1467437844_1.lbl,30,30,352,0.36,0.42,
v1473551572_3.lbl,54,60,352,0.36,0.42,
v1477947227_1.lbl,12,64,352,0.36,0.42,
v1512195455_1.lbl,12,64,352,0.35895,0.3879,
v1486465939_1.lbl,64,64,352,0.36,0.42,
v1470743031_1.lbl,54,60,352,0.36,0.42,
v1486447026_1.lbl,64,64,352,0.36,0.42,
v1514198219_1.lbl,64,64,352,0.35895,0.3879,
v1477488134_1.lbl,12,12,352,0.36,0.42,
v1474012894_1.lbl,60,48,352,0.36,0.42,
v1485756214_1.lbl,32,64,352,0.36,0.42,
v1487103273_1.lbl,12,12,352,0.36,0.42,
v1477875872_1.lbl,32,32,352,0.36,0.42,
v1514062516_1.lbl,24,48,352,0.35895,0.3879,
v1487101903_1.lbl,12,12,352,0.36,0.42,
v1477848692_1.lbl,32,32,352,0.36,0.42,
v1477350966_1.lbl,48,48,352,0.36,0.42,
v1476491330_1.lbl,12,12,352,0.36,0.42,
v1514193557_1.lbl,16,24,352,0.35895,0.3879,
v1476824749_8.lbl,64,64,352,0.36,0.42,
v1477491859_1.lbl,64,64,352,0.36,0.42,
v1470515058_1.lbl,60,48,352,0.36,0.42,
v1512202080_1.lbl,12,64,352,0.35895,0.3879,
v1478030738_1.lbl,16,64,352,0.36,0.42,
v1513882412_1.lbl,12,24,352,0.35895,0.3879,
v1512217049_1.lbl,12,64,352,0.35895,0.3879,
v1485887462_1.lbl,24,24,352,0.36,0.42,
v1514573906_1.lbl,16,12,352,0.35895,0.3879,
v1484584761_1.lbl,24,18,352,0.36,0.42,
v1487109684_1.lbl,48,64,352,0.36,0.42,
v1486806883_1.lbl,64,64,352,0.36,0.42,
v1512199998_1.lbl,12,64,352,0.35895,0.3879,
v1512161496_1.lbl,12,64,352,0.35895,0.3879,
v1467522979_1.lbl,54,48,352,0.36,0.42,
v1474509462_1.lbl,60,48,352,0.36,0.42,
v1514195346_1.lbl,64,64,352,0.35895,0.3879,
v1477957099_1.lbl,12,64,352,0.36,0.42,
v1512096692_1.lbl,12,32,352,0.35895,0.3879,
v1514205944_1.lbl,32,32,352,0.35895,0.3879,
v1476573594_1.lbl,12,24,352,0.36,0.42,
v1467427145_1.lbl,30,30,352,0.36,0.42,
v1481497738_1.lbl,48,48,352,0.36,0.42,
v1513878128_1.lbl,12,24,352,0.35895,0.3879,
v1481135822_1.lbl,64,64,352,0.36,0.42,
v1471112696_1.lbl,54,60,352,0.36,0.42,
v1474767824_1.lbl,60,48,352,0.36,0.42,
v1514066009_1.lbl,24,48,352,0.35895,0.3879,
v1472709116_1.lbl,54,60,352,0.36,0.42,
v1487119093_1.lbl,12,12,352,0.36,0.42,
v1478652213_1.lbl,64,64,352,0.36,0.42,
v1477666618_1.lbl,12,64,352,0.36,0.42,
v1514196758_1.lbl,64,64,352,0.35895,0.3879,
v1512189731_1.lbl,12,64,352,0.35895,0.3879,
v1512001250_1.lbl,12,32,352,0.35895,0.3879,
v1478477390_1.lbl,32,32,352,0.36,0.42,
v1485884415_1.lbl,24,24,352,0.36,0.42,
v1512157333_1.lbl,12,64,352,0.35895,0.3879,
v1514558600_1.lbl,16,12,352,0.35895,0.3879,
v1513877120_1.lbl,12,24,352,0.35895,0.3879,
v1476288640_1.lbl,48,48,352,0.36,0.42,
v1514296107_1.lbl,12,12,352,0.35895,0.3879,
v1473813305_1.lbl,64,64,352,0.36,0.42,
v1486852474_1.lbl,64,64,352,0.36,0.42,
v1511976430_1.lbl,24,12,352,0.35895,0.3879,
v1513889615_1.lbl,12,24,352,0.35895,0.3879,
v1471630260_1.lbl,54,60,352,0.36,0.42,
v1479332985_1.lbl,64,64,352,0.36,0.42,
v1470597921_1.lbl,54,60,352,0.36,0.42,
v1514322139_1.lbl,64,64,352,0.35895,0.3879,
v1483194809_1.lbl,18,18,352,0.36,0.42,
v1472171369_1.lbl,54,60,352,0.36,0.42,
v1514063737_1.lbl,24,48,352,0.35895,0.3879,
v1472025709_1.lbl,54,60,352,0.36,0.42,
v1511978560_1.lbl,16,12,352,0.35895,0.3879,
v1512012568_1.lbl,12,32,352,0.35895,0.3879,
v1471369302_1.lbl,54,60,352,0.36,0.42,
v1513902047_1.lbl,12,24,352,0.35895,0.3879,
v1473177516_1.lbl,54,60,352,0.36,0.42,
v1471682157_1.lbl,54,60,352,0.36,0.42,
v1472928111_1.lbl,54,60,352,0.36,0.42,
v1484593798_3.lbl,24,24,352,0.36,0.42,
v1476216951_1.lbl,24,24,352,0.36,0.42,
v1476320153_4.lbl,48,48,352,0.36,0.42,
v1481274591_3.lbl,64,64,352,0.36,0.42,
v1514296206_1.lbl,64,64,352,0.35895,0.3879,
v1512361794_1.lbl,24,64,352,0.35895,0.3879,
v1472257853_1.lbl,54,60,352,0.36,0.42,
v1478549205_1.lbl,32,64,352,0.36,0.42,
v1481479707_1.lbl,48,48,352,0.36,0.42,
v1486565292_1.lbl,64,64,352,0.36,0.42,
v1484766809_1.lbl,64,16,352,0.36,0.42,
v1514231204_1.lbl,64,64,352,0.35895,0.3879,
v1487101060_1.lbl,12,12,352,0.36,0.42,
v1474013526_1.lbl,60,48,352,0.36,0.42,
v1472947865_1.lbl,54,60,352,0.36,0.42,
v1477486669_1.lbl,12,12,352,0.36,0.42,
v1476019119_1.lbl,60,48,352,0.36,0.42,
v1470640782_1.lbl,54,60,352,0.36,0.42,
v1484590549_1.lbl,48,36,352,0.36,0.42,
v1486741479_1.lbl,64,64,352,0.36,0.42,
v1512018672_1.lbl,12,32,352,0.35895,0.3879,
v1512091819_1.lbl,12,32,352,0.35895,0.3879,
v1512015902_1.lbl,12,32,352,0.35895,0.3879,
v1486799965_1.lbl,64,64,352,0.36,0.42,
v1513877771_1.lbl,12,24,352,0.35895,0.3879,
v1477481845_6.lbl,12,12,352,0.36,0.42,
v1476791712_1.lbl,64,64,352,0.36,0.42,
v1514299370_3.lbl,12,12,352,0.35895,0.3879,
v1471912001_1.lbl,54,60,352,0.36,0.42,
v1513881404_1.lbl,12,24,352,0.35895,0.3879,
v1514561445_1.lbl,16,12,352,0.35895,0.3879,
v1514215945_3.lbl,32,32,352,0.35895,0.3879,
v1477767101_5.lbl,64,64,352,0.36,0.42,
v1485879037_1.lbl,24,24,352,0.36,0.42,
v1477857558_1.lbl,32,32,352,0.36,0.42,
v1513807595_1.lbl,8,48,352,0.35895,0.3879,
v1512191292_1.lbl,12,64,352,0.35895,0.3879,
v1514480929_1.lbl,12,32,352,0.35895,0.3879,
v1512151190_3.lbl,12,64,352,0.35895,0.3879,
v1513898183_1.lbl,12,24,352,0.35895,0.3879,
v1477864586_1.lbl,32,32,352,0.36,0.42,
v1479602990_1.lbl,64,64,352,0.36,0.42,
v1467344131_2.lbl,64,64,352,0.36,0.42,
v1512064468_4.lbl,12,32,352,0.35895,0.3879,
v1484699737_1.lbl,64,16,352,0.36,0.42,
v1512218610_1.lbl,12,64,352,0.35895,0.3879,
v1487122005_1.lbl,12,12,352,0.36,0.42,
v1511985436_1.lbl,16,12,352,0.35895,0.3879,
v1486811433_1.lbl,64,64,352,0.36,0.42,
v1514209802_1.lbl,64,64,352,0.35895,0.3879,
v1486993149_1.lbl,64,64,352,0.36,0.42,
v1485774314_1.lbl,12,12,352,0.36,0.42,
v1474482581_1.lbl,60,48,352,0.36,0.42,
v1514085896_1.lbl,18,36,352,0.35895,0.3879,
v1487103196_1.lbl,12,12,352,0.36,0.42,
v1472967418_1.lbl,54,60,352,0.36,0.42,
v1483194988_1.lbl,18,18,352,0.36,0.42,
v1478549379_1.lbl,32,64,352,0.36,0.42,
v1470596093_8.lbl,54,60,352,0.36,0.42,
v1512350997_1.lbl,24,64,352,0.35895,0.3879,
v1514084896_1.lbl,18,36,352,0.35895,0.3879,
v1475020885_1.lbl,60,48,352,0.36,0.42,
v1514210152_1.lbl,64,64,352,0.35895,0.3879,
v1474319346_1.lbl,64,64,352,0.36,0.42,
v1470872448_1.lbl,54,60,352,0.36,0.42,
v1513998586_1.lbl,18,36,352,0.35895,0.3879,
v1476737198_1.lbl,12,12,352,0.36,0.42,
v1468371068_1.lbl,14,14,352,0.36,0.42,
v1512228872_1.lbl,12,64,352,0.35895,0.3879,
v1513823039_1.lbl,8,48,352,0.35895,0.3879,
v1514301428_1.lbl,12,12,352,0.35895,0.3879,
v1485785790_1.lbl,12,12,352,0.36,0.42,
v1511995384_1.lbl,24,12,352,0.35895,0.3879,
v1485882084_1.lbl,24,24,352,0.36,0.42,
v1475284725_1.lbl,60,48,352,0.36,0.42,
v1513889258_1.lbl,12,24,352,0.35895,0.3879,
v1471752061_1.lbl,54,60,352,0.36,0.42,
v1512019938_1.lbl,12,32,352,0.35895,0.3879,
v1512098606_1.lbl,24,24,352,0.35895,0.3879,
v1485786037_1.lbl,12,12,352,0.36,0.42,
v1481625847_1.lbl,12,24,352,0.36,0.42,
v1485802328_1.lbl,64,64,352,0.36,0.42,
v1471422955_1.lbl,54,60,352,0.36,0.42,
v1487101794_1.lbl,12,12,352,0.36,0.42,
v1514132181_1.lbl,16,30,352,0.35895,0.3879,
v1485796599_1.lbl,12,12,352,0.36,0.42,
v1480513541_1.lbl,32,32,352,0.36,0.42,
v1473495898_1.lbl,64,64,352,0.36,0.42,
v1485873659_1.lbl,24,24,352,0.36,0.42,
v1514080382_1.lbl,18,36,352,0.35895,0.3879,
v1478626411_1.lbl,64,64,352,0.36,0.42,
v1514003358_1.lbl,12,24,352,0.35895,0.3879,
v1513878485_1.lbl,12,24,352,0.35895,0.3879,
v1471642869_1.lbl,54,60,352,0.36,0.42,
v1477763830_1.lbl,64,64,352,0.36,0.42,
v1481199104_1.lbl,64,64,352,0.36,0.42,
v1474729860_5.lbl,60,48,352,0.36,0.42,
v1473190351_1.lbl,54,60,352,0.36,0.42,
v1514301847_1.lbl,12,12,352,0.35895,0.3879,
v1481196485_1.lbl,48,24,352,0.36,0.42,
v1513784385_6.lbl,8,48,352,0.35895,0.3879,
v1513823450_1.lbl,8,48,352,0.35895,0.3879,
v1513894907_1.lbl,12,24,352,0.35895,0.3879,
v1474583962_4.lbl,64,64,352,0.36,0.42,
v1486979045_1.lbl,64,64,352,0.36,0.42,
v1483233838_1.lbl,12,12,352,0.36,0.42,
v1472292104_3.lbl,54,60,352,0.36,0.42,
v1481722872_1.lbl,48,32,352,0.36,0.42,
v1470874264_1.lbl,54,60,352,0.36,0.42,
v1474836010_1.lbl,64,64,352,0.36,0.42,
v1471392699_1.lbl,54,60,352,0.36,0.42,
v1480721391_1.lbl,64,64,352,0.36,0.42,
v1479522622_1.lbl,64,64,352,0.36,0.42,
v1481714575_1.lbl,64,32,352,0.36,0.42,
v1486964359_1.lbl,64,64,352,0.36,0.42,
v1481136914_1.lbl,64,64,352,0.36,0.42,
v1468888381_1.lbl,12,12,352,0.36,0.42,
v1485760144_1.lbl,32,64,352,0.36,0.42,
v1486988521_1.lbl,64,64,352,0.36,0.42,
v1470909895_1.lbl,54,60,352,0.36,0.42,
v1477445372_1.lbl,48,48,352,0.36,0.42,
v1512081040_1.lbl,12,32,352,0.35895,0.3879,
v1477763462_1.lbl,64,64,352,0.36,0.42,
v1514183906_1.lbl,64,64,352,0.35895,0.3879,
v1481617473_1.lbl,12,36,352,0.36,0.42,
v1471944033_4.lbl,54,60,352,0.36,0.42,
v1473991357_1.lbl,60,48,352,0.36,0.42,
v1477697320_1.lbl,16,64,352,0.36,0.42,
v1480516106_1.lbl,32,32,352,0.36,0.42,
v1514085351_1.lbl,18,36,352,0.35895,0.3879,
v1473445221_1.lbl,42,54,352,0.36,0.42,
v1485874600_1.lbl,24,24,352,0.36,0.42,
v1514179626_1.lbl,64,64,352,0.35895,0.3879,
v1478539493_3.lbl,32,64,352,0.36,0.42,
v1479213321_1.lbl,64,64,352,0.36,0.42,
v1512222627_1.lbl,12,64,352,0.35895,0.3879,
v1477883408_1.lbl,32,32,352,0.36,0.42,
v1513900619_1.lbl,12,24,352,0.35895,0.3879,
v1480712116_1.lbl,64,64,352,0.36,0.42,
v1470843584_1.lbl,54,60,352,0.36,0.42,
v1480505422_1.lbl,32,32,352,0.36,0.42,
v1471773702_1.lbl,54,60,352,0.36,0.42,
v1481830199_1.lbl,64,48,352,0.36,0.42,
v1477487429_1.lbl,12,12,352,0.36,0.42,
v1514181747_1.lbl,64,64,352,0.35895,0.3879,
v1484520748_1.lbl,16,32,352,0.36,0.42,
v1514295458_1.lbl,12,12,352,0.35895,0.3879,
v1514085481_1.lbl,18,36,352,0.35895,0.3879,
